KO_ID,Description
K00001,"E1.1.1.1, adh | alcohol dehydrogenase"
K02755,"PTS-Bgl-EIIA, bglF, bglP | PTS system, beta-glucoside-specific IIA component"
K02756,"PTS-Bgl-EIIB, bglF, bglP | PTS system, beta-glucoside-specific IIB component"
K02759,"PTS-Cel-EIIA, celC, chbA | PTS system, cellobiose-specific IIA component [EC:2.7.1.196 2.7.1.205]"
K02760,"PTS-Cel-EIIB, celA, chbB | PTS system, cellobiose-specific IIB component [EC:2.7.1.196 2.7.1.205]"
K02761,"PTS-Cel-EIIC, celB, chbC | PTS system, cellobiose-specific IIC component"
K02768,"PTS-Fru-EIIA, fruB | PTS system, fructose-specific IIA component"
K02769,"PTS-Fru-EIIB, fruA | PTS system, fructose-specific IIB component"
K02770,"PTS-Fru-EIIC, fruA | PTS system, fructose-specific IIC component"
K02773,"PTS-Gat-EIIA, gatA, sgcA | PTS system, galactitol-specific IIA component"
K02774,"PTS-Gat-EIIB, gatB, sgcB | PTS system, galactitol-specific IIB component"
K02775,"PTS-Gat-EIIC, gatC, sgcC | PTS system, galactitol-specific IIC component"
K02777,"PTS-Glc-EIIA, crr | PTS system, sugar-specific IIA component"
K02778,"PTS-Glc-EIIB, ptsG | PTS system, glucose-specific IIB component"
K02781,"PTS-Gut-EIIA, srlB | PTS system, glucitol/sorbitol-specific IIA component"
K02782,"PTS-Gut-EIIB, srlE | PTS system, glucitol/sorbitol-specific IIB component"
K02783,"PTS-Gut-EIIC, srlA | PTS system, glucitol/sorbitol-specific IIC component"
K02784,"PTS-HPR.PTSH, ptsH | phosphocarrier protein HPr"
K02786,"PTS-Lac-EIIA, lacF | PTS system, lactose-specific IIA component"
K02787,"PTS-Lac-EIIB, lacE | PTS system, lactose-specific IIB component"
K02790,"PTS-MalGlc-EIIB, malX | PTS system, maltose/glucose-specific IIB component [EC:2.7.1.199 2.7.1.208]"
K02793,"PTS-Man-EIIA, manX | PTS system, mannose-specific IIA component"
K02794,"PTS-Man-EIIB, manX | PTS system, mannose-specific IIB component"
K02795,"PTS-Man-EIIC, manY | PTS system, mannose-specific IIC component"
K02796,"PTS-Man-EIID, manZ | PTS system, mannose-specific IID component"
K02798,"PTS-Mtl-EIIA, mtlA, cmtB | PTS system, mannitol-specific IIA component"
K02799,"PTS-Mtl-EIIB, mtlA, cmtA | PTS system, mannitol-specific IIB component"
K02802,"PTS-Nag-EIIA, nagE | PTS system, N-acetylglucosamine-specific IIA component"
K02803,"PTS-Nag-EIIB, nagE | PTS system, N-acetylglucosamine-specific IIB component"
K02804,"PTS-Nag-EIIC, nagE | PTS system, N-acetylglucosamine-specific IIC component"
K02805,"wecE, rffA | dTDP-4-amino-4,6-dideoxygalactose transaminase"
K02806,"PTS-Ntr-EIIA, ptsN | PTS system, nitrogen regulatory IIA component"
K02808,"PTS-Scr-EIIA, scrA, ptsS | PTS system, sucrose-specific IIA component"
K02809,"PTS-Scr-EIIB, scrA, sacP, sacX, ptsS | PTS system, sucrose-specific IIB component"
K02812,"PTS-Sor-EIIA, sorF | PTS system, sorbose-specific IIA component"
K02813,"PTS-Sor-EIIB, sorB | PTS system, sorbose-specific IIB component"
K02814,"PTS-Sor-EIIC, sorA | PTS system, sorbose-specific IIC component"
K02815,"PTS-Sor-EIID, sorM | PTS system, sorbose-specific IID component"
K02817,"PTS-Tre-EIIA, treP | PTS system, trehalose-specific IIA component"
K02818,"PTS-Tre-EIIB, treB | PTS system, trehalose-specific IIB component"
K02821,"PTS-Ula-EIIA, ulaC, sgaA | PTS system, ascorbate-specific IIA component"
K02822,"PTS-Ula-EIIB, ulaB, sgaB | PTS system, ascorbate-specific IIB component"
K02823,pyrDII | dihydroorotate dehydrogenase electron transfer subunit
K02824,"pyrP, uraA | uracil permease"
K02825,pyrR | pyrimidine operon attenuation protein / uracil phosphoribosyltransferase
K02826,qoxA | cytochrome aa3-600 menaquinol oxidase subunit II
K02827,qoxB | cytochrome aa3-600 menaquinol oxidase subunit I
K02828,qoxC | cytochrome aa3-600 menaquinol oxidase subunit III
K02829,qoxD | cytochrome aa3-600 menaquinol oxidase subunit IV
K02834,rbfA | ribosome-binding factor A
K02835,"prfA, MTRF1, MRF1 | peptide chain release factor 1"
K02836,prfB | peptide chain release factor 2
K02837,prfC | peptide chain release factor 3
K02838,"frr, MRRF, RRF | ribosome recycling factor"
K02839,prfH | peptide chain release factor
K02840,"waaB, rfaB | UDP-D-galactose:(glucosyl)LPS alpha-1,6-D-galactosyltransferase"
K02841,"waaC, rfaC | heptosyltransferase I"
K02843,"waaF, rfaF | heptosyltransferase II"
K02844,"waaG, rfaG | UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase"
K02846,solA | N-methyl-L-tryptophan oxidase
K02847,"waaL, rfaL | O-antigen ligase"
K02848,"waaP, rfaP | heptose I phosphotransferase"
K02849,"waaQ, rfaQ | heptosyltransferase III"
K02850,"waaY, rfaY | heptose II phosphotransferase"
K02851,"wecA, tagO, rfe | UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33 2.7.8.35]"
K02852,"wecG, rffM | UDP-N-acetyl-D-mannosaminouronate:lipid I N-acetyl-D-mannosaminouronosyltransferase"
K02853,"wzyE, rffT | enterobacterial common antigen polymerase"
K02854,"rhaR | AraC family transcriptional regulator, L-rhamnose operon transcriptional activator RhaR"
K02855,"rhaS | AraC family transcriptional regulator, L-rhamnose operon regulatory protein RhaS"
K02856,rhaT | L-rhamnose-H+ transport protein
K02858,"ribB, RIB3 | 3,4-dihydroxy 2-butanone 4-phosphate synthase"
K02859,ribT | riboflavin biosynthesis RibT protein
K02860,rimM | 16S rRNA processing protein RimM
K02863,"RP-L1, MRPL1, rplA | large subunit ribosomal protein L1"
K02864,"RP-L10, MRPL10, rplJ | large subunit ribosomal protein L10"
K02866,"RP-L10e, RPL10 | large subunit ribosomal protein L10e"
K02867,"RP-L11, MRPL11, rplK | large subunit ribosomal protein L11"
K02868,"RP-L11e, RPL11 | large subunit ribosomal protein L11e"
K02869,"RP-L12, rpl12 | large subunit ribosomal protein L12"
K02870,"RP-L12e, RPL12 | large subunit ribosomal protein L12e"
K02871,"RP-L13, MRPL13, rplM | large subunit ribosomal protein L13"
K02874,"RP-L14, MRPL14, rplN | large subunit ribosomal protein L14"
K02875,"RP-L14e, RPL14 | large subunit ribosomal protein L14e"
K02876,"RP-L15, MRPL15, rplO | large subunit ribosomal protein L15"
K02877,"RP-L15e, RPL15 | large subunit ribosomal protein L15e"
K02878,"RP-L16, MRPL16, rplP | large subunit ribosomal protein L16"
K02879,"RP-L17, MRPL17, rplQ | large subunit ribosomal protein L17"
K02881,"RP-L18, MRPL18, rplR | large subunit ribosomal protein L18"
K02882,"RP-L18Ae, RPL18A | large subunit ribosomal protein L18Ae"
K02883,"RP-L18e, RPL18 | large subunit ribosomal protein L18e"
K02884,"RP-L19, MRPL19, rplS | large subunit ribosomal protein L19"
K02885,"RP-L19e, RPL19 | large subunit ribosomal protein L19e"
K02886,"RP-L2, MRPL2, rplB | large subunit ribosomal protein L2"
K02887,"RP-L20, MRPL20, rplT | large subunit ribosomal protein L20"
K02888,"RP-L21, MRPL21, rplU | large subunit ribosomal protein L21"
K02889,"RP-L21e, RPL21 | large subunit ribosomal protein L21e"
K02890,"RP-L22, MRPL22, rplV | large subunit ribosomal protein L22"
K02892,"RP-L23, MRPL23, rplW | large subunit ribosomal protein L23"
K02895,"RP-L24, MRPL24, rplX | large subunit ribosomal protein L24"
K02896,"RP-L24e, RPL24 | large subunit ribosomal protein L24e"
K02897,"RP-L25, rplY | large subunit ribosomal protein L25"
K02899,"RP-L27, MRPL27, rpmA | large subunit ribosomal protein L27"
K02900,"RP-L27Ae, RPL27A | large subunit ribosomal protein L27Ae"
K02902,"RP-L28, MRPL28, rpmB | large subunit ribosomal protein L28"
K02904,"RP-L29, rpmC | large subunit ribosomal protein L29"
K02906,"RP-L3, MRPL3, rplC | large subunit ribosomal protein L3"
K02907,"RP-L30, MRPL30, rpmD | large subunit ribosomal protein L30"
K02908,"RP-L30e, RPL30 | large subunit ribosomal protein L30e"
K02909,"RP-L31, rpmE | large subunit ribosomal protein L31"
K02910,"RP-L31e, RPL31 | large subunit ribosomal protein L31e"
K02911,"RP-L32, MRPL32, rpmF | large subunit ribosomal protein L32"
K02912,"RP-L32e, RPL32 | large subunit ribosomal protein L32e"
K02913,"RP-L33, MRPL33, rpmG | large subunit ribosomal protein L33"
K02914,"RP-L34, MRPL34, rpmH | large subunit ribosomal protein L34"
K02915,"RP-L34e, RPL34 | large subunit ribosomal protein L34e"
K02916,"RP-L35, MRPL35, rpmI | large subunit ribosomal protein L35"
K02919,"RP-L36, MRPL36, rpmJ | large subunit ribosomal protein L36"
K02920,"RP-L36e, RPL36 | large subunit ribosomal protein L36e"
K02921,"RP-L37Ae, RPL37A | large subunit ribosomal protein L37Ae"
K02922,"RP-L37e, RPL37 | large subunit ribosomal protein L37e"
K02924,"RP-L39e, RPL39 | large subunit ribosomal protein L39e"
K02925,"RP-L3e, RPL3 | large subunit ribosomal protein L3e"
K02926,"RP-L4, MRPL4, rplD | large subunit ribosomal protein L4"
K02927,"RP-L40e, RPL40 | large subunit ribosomal protein L40e"
K02929,"RP-L44e, RPL44 | large subunit ribosomal protein L44e"
K02930,"RP-L4e, RPL4 | large subunit ribosomal protein L4e"
K02931,"RP-L5, MRPL5, rplE | large subunit ribosomal protein L5"
K02932,"RP-L5e, RPL5 | large subunit ribosomal protein L5e"
K02933,"RP-L6, MRPL6, rplF | large subunit ribosomal protein L6"
K02935,"RP-L7, MRPL12, rplL | large subunit ribosomal protein L7/L12"
K02936,"RP-L7Ae, RPL7A | large subunit ribosomal protein L7Ae"
K02938,"RP-L8e, RPL8 | large subunit ribosomal protein L8e"
K02939,"RP-L9, MRPL9, rplI | large subunit ribosomal protein L9"
K02940,"RP-L9e, RPL9 | large subunit ribosomal protein L9e"
K02944,"RP-LX, rplX | large subunit ribosomal protein LX"
K02945,"RP-S1, rpsA | small subunit ribosomal protein S1"
K02946,"RP-S10, MRPS10, rpsJ | small subunit ribosomal protein S10"
K02948,"RP-S11, MRPS11, rpsK | small subunit ribosomal protein S11"
K02950,"RP-S12, MRPS12, rpsL | small subunit ribosomal protein S12"
K02952,"RP-S13, rpsM | small subunit ribosomal protein S13"
K02953,"RP-S13e, RPS13 | small subunit ribosomal protein S13e"
K02954,"RP-S14, MRPS14, rpsN | small subunit ribosomal protein S14"
K02956,"RP-S15, MRPS15, rpsO | small subunit ribosomal protein S15"
K02958,"RP-S15e, RPS15 | small subunit ribosomal protein S15e"
K02959,"RP-S16, MRPS16, rpsP | small subunit ribosomal protein S16"
K02961,"RP-S17, MRPS17, rpsQ | small subunit ribosomal protein S17"
K02962,"RP-S17e, RPS17 | small subunit ribosomal protein S17e"
K02963,"RP-S18, MRPS18, rpsR | small subunit ribosomal protein S18"
K02964,"RP-S18e, RPS18 | small subunit ribosomal protein S18e"
K02965,"RP-S19, rpsS | small subunit ribosomal protein S19"
K02966,"RP-S19e, RPS19 | small subunit ribosomal protein S19e"
K02967,"RP-S2, MRPS2, rpsB | small subunit ribosomal protein S2"
K02968,"RP-S20, rpsT | small subunit ribosomal protein S20"
K02970,"RP-S21, MRPS21, rpsU | small subunit ribosomal protein S21"
K02972,sra | stationary-phase-induced ribosome-associated protein
K02974,"RP-S24e, RPS24 | small subunit ribosomal protein S24e"
K02977,"RP-S27Ae, RPS27A | small subunit ribosomal protein S27Ae"
K02978,"RP-S27e, RPS27 | small subunit ribosomal protein S27e"
K02979,"RP-S28e, RPS28 | small subunit ribosomal protein S28e"
K02982,"RP-S3, rpsC | small subunit ribosomal protein S3"
K02984,"RP-S3Ae, RPS3A | small subunit ribosomal protein S3Ae"
K02986,"RP-S4, rpsD | small subunit ribosomal protein S4"
K02987,"RP-S4e, RPS4 | small subunit ribosomal protein S4e"
K02988,"RP-S5, MRPS5, rpsE | small subunit ribosomal protein S5"
K02990,"RP-S6, MRPS6, rpsF | small subunit ribosomal protein S6"
K02991,"RP-S6e, RPS6 | small subunit ribosomal protein S6e"
K02992,"RP-S7, MRPS7, rpsG | small subunit ribosomal protein S7"
K02994,"RP-S8, rpsH | small subunit ribosomal protein S8"
K02995,"RP-S8e, RPS8 | small subunit ribosomal protein S8e"
K02996,"RP-S9, MRPS9, rpsI | small subunit ribosomal protein S9"
K02997,"RP-S9e, RPS9 | small subunit ribosomal protein S9e"
K02998,"RP-SAe, RPSA | small subunit ribosomal protein SAe"
K02999,"RPA1, POLR1A | DNA-directed RNA polymerase I subunit RPA1"
K03000,"RPA12, ZNRD1 | DNA-directed RNA polymerase I subunit RPA12"
K03002,"RPA2, POLR1B | DNA-directed RNA polymerase I subunit RPA2"
K03004,RPA43 | DNA-directed RNA polymerase I subunit RPA43
K03005,"RPA49, POLR1E | DNA-directed RNA polymerase I subunit RPA49"
K03006,"RPB1, POLR2A | DNA-directed RNA polymerase II subunit RPB1"
K03009,"RPB12, POLR2K | DNA-directed RNA polymerases I, II, and III subunit RPABC4"
K03010,"RPB2, POLR2B | DNA-directed RNA polymerase II subunit RPB2"
K03011,"RPB3, POLR2C | DNA-directed RNA polymerase II subunit RPB3"
K03013,"RPB5, POLR2E | DNA-directed RNA polymerases I, II, and III subunit RPABC1"
K03014,"RPB6, POLR2F | DNA-directed RNA polymerases I, II, and III subunit RPABC2"
K03018,"RPC1, POLR3A | DNA-directed RNA polymerase III subunit RPC1"
K03021,"RPC2, POLR3B | DNA-directed RNA polymerase III subunit RPC2"
K03022,"RPC8, POLR3H | DNA-directed RNA polymerase III subunit RPC8"
K03023,"RPC3, POLR3C | DNA-directed RNA polymerase III subunit RPC3"
K03025,"RPC6, POLR3F | DNA-directed RNA polymerase III subunit RPC6"
K03026,"RPC4, POLR3D | DNA-directed RNA polymerase III subunit RPC4"
K03029,"PSMD4, RPN10 | 26S proteasome regulatory subunit N10"
K03031,"PSMD8, RPN12 | 26S proteasome regulatory subunit N12"
K03032,"PSMD1, RPN2 | 26S proteasome regulatory subunit N2"
K03040,rpoA | DNA-directed RNA polymerase subunit alpha
K03041,rpoA1 | DNA-directed RNA polymerase subunit A'
K03042,"rpoA2 | DNA-directed RNA polymerase subunit A"""
K03043,rpoB | DNA-directed RNA polymerase subunit beta
K03044,rpoB1 | DNA-directed RNA polymerase subunit B'
K03045,"rpoB2 | DNA-directed RNA polymerase subunit B"""
K03046,rpoC | DNA-directed RNA polymerase subunit beta'
K03047,rpoD | DNA-directed RNA polymerase subunit D
K03048,rpoE | DNA-directed RNA polymerase subunit delta
K03049,rpoE1 | DNA-directed RNA polymerase subunit E'
K03050,"rpoE2 | DNA-directed RNA polymerase subunit E"""
K03051,rpoF | DNA-directed RNA polymerase subunit F
K03053,rpoH | DNA-directed RNA polymerase subunit H
K03055,rpoK | DNA-directed RNA polymerase subunit K
K03056,rpoL | DNA-directed RNA polymerase subunit L
K03057,tfs | transcription elongation factor TFS
K03058,rpoN | DNA-directed RNA polymerase subunit N
K03059,rpoP | DNA-directed RNA polymerase subunit P
K03060,rpoZ | DNA-directed RNA polymerase subunit omega
K03061,"PSMC2, RPT1 | 26S proteasome regulatory subunit T1"
K03062,"PSMC1, RPT2 | 26S proteasome regulatory subunit T2"
K03063,"PSMC4, RPT3 | 26S proteasome regulatory subunit T3"
K03065,"PSMC3, RPT5 | 26S proteasome regulatory subunit T5"
K03066,"PSMC5, RPT6 | 26S proteasome regulatory subunit T6"
K03070,secA | preprotein translocase subunit SecA
K03071,secB | preprotein translocase subunit SecB
K03072,secD | preprotein translocase subunit SecD
K03073,secE | preprotein translocase subunit SecE
K03074,secF | preprotein translocase subunit SecF
K03075,secG | preprotein translocase subunit SecG
K03076,secY | preprotein translocase subunit SecY
K03077,"araD, ulaF, sgaE, sgbE | L-ribulose-5-phosphate 4-epimerase"
K03078,"ulaD, sgaH, sgbH | 3-dehydro-L-gulonate-6-phosphate decarboxylase"
K03079,"ulaE, sgaU, sgbU | L-ribulose-5-phosphate 3-epimerase"
K03086,"SIG1, rpoD | RNA polymerase primary sigma factor"
K03087,"SIG2, rpoS | RNA polymerase nonessential primary-like sigma factor"
K03088,"SIG3.2, rpoE | RNA polymerase sigma-70 factor, ECF subfamily"
K03089,"SIG3.3.1, rpoH | RNA polymerase sigma-32 factor"
K03090,"SIG3.3.2, sigB | RNA polymerase sigma-B factor"
K03091,SIG3.4 | RNA polymerase sporulation-specific sigma factor
K03092,"SIG54, rpoN | RNA polymerase sigma-54 factor"
K03093,SIGMA70 | RNA polymerase sigma factor
K03095,sprL | SprT-like protein
K03098,APOD | apolipoprotein D and lipocalin family protein
K03100,lepB | signal peptidase I
K03101,lspA | signal peptidase II
K03105,SRP19 | signal recognition particle subunit SRP19
K03106,"SRP54, ffh | signal recognition particle subunit SRP54"
K03107,SRP68 | signal recognition particle subunit SRP68
K03108,SRP72 | signal recognition particle subunit SRP72
K03110,ftsY | fused signal recognition particle receptor
K03111,ssb | single-strand DNA-binding protein
K03112,damX | DamX protein
K03113,"EIF1, SUI1 | translation initiation factor 1"
K03114,SWE1 | mitosis inhibitor protein kinase SWE1
K03116,tatA | sec-independent protein translocase protein TatA
K03117,tatB | sec-independent protein translocase protein TatB
K03118,tatC | sec-independent protein translocase protein TatC
K03119,tauD | taurine dioxygenase
K03120,"TBP, tbp | transcription initiation factor TFIID TATA-box-binding protein"
K03123,"TFIIA2, GTF2A2, TOA2 | transcription initiation factor TFIIA small subunit"
K03124,"TFIIB, GTF2B, SUA7, tfb | transcription initiation factor TFIIB"
K03125,TAF1 | transcription initiation factor TFIID subunit 1
K03127,TAF13 | transcription initiation factor TFIID subunit 13
K03128,TAF2 | transcription initiation factor TFIID subunit 2
K03130,TAF5 | transcription initiation factor TFIID subunit 5
K03131,TAF6 | transcription initiation factor TFIID subunit 6
K03135,TAF11 | transcription initiation factor TFIID subunit 11
K03136,"TFIIE1, GTF2E1, TFA1, tfe | transcription initiation factor TFIIE subunit alpha"
K03137,"TFIIE2, GTF2E2, TFA2 | transcription initiation factor TFIIE subunit beta"
K03138,"TFIIF1, GTF2F1, TFG1 | transcription initiation factor TFIIF subunit alpha"
K03139,"TFIIF2, GTF2F2, TFG2 | transcription initiation factor TFIIF subunit beta"
K03141,"TFIIH1, GTF2H1, TFB1 | transcription initiation factor TFIIH subunit 1"
K03144,"TFIIH4, GTF2H4, TFB2 | transcription initiation factor TFIIH subunit 4"
K03146,"THI4, THI1 | thiamine thiazole synthase"
K03147,thiC | phosphomethylpyrimidine synthase
K03148,thiF | sulfur carrier protein ThiS adenylyltransferase
K03149,thiG | thiazole synthase
K03150,thiH | 2-iminoacetate synthase
K03151,thiI | tRNA uracil 4-sulfurtransferase
K03152,thiJ | protein deglycase
K03153,thiO | glycine oxidase
K03154,thiS | sulfur carrier protein
K03163,TOP1 | DNA topoisomerase I
K03164,TOP2 | DNA topoisomerase II
K03166,top6A | DNA topoisomerase VI subunit A
K03167,top6B | DNA topoisomerase VI subunit B
K03168,topA | DNA topoisomerase I
K03169,topB | DNA topoisomerase III
K03177,"truB, PUS4, TRUB1 | tRNA pseudouridine55 synthase"
K03178,"UBE1, UBA1 | ubiquitin-activating enzyme E1"
K03179,ubiA | 4-hydroxybenzoate polyprenyltransferase
K03181,ubiC | chorismate--pyruvate lyase
K03182,ubiD | 4-hydroxy-3-polyprenylbenzoate decarboxylase
K03183,"ubiE | demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]"
K03184,"ubiF | 2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase"
K03185,ubiH | 2-octaprenyl-6-methoxyphenol hydroxylase
K03186,"ubiX, bsdB, PAD1 | flavin prenyltransferase"
K03187,ureE | urease accessory protein
K03188,ureF | urease accessory protein
K03189,ureG | urease accessory protein
K03190,"ureD, ureH | urease accessory protein"
K03191,ureI | acid-activated urea channel
K03192,ureJ | urease accessory protein
K03194,virB1 | type IV secretion system protein VirB1
K03195,"virB10, lvhB10 | type IV secretion system protein VirB10"
K03196,"virB11, lvhB11 | type IV secretion system protein VirB11"
K03197,"virB2, lvhB2 | type IV secretion system protein VirB2"
K03198,"virB3, lvhB3 | type IV secretion system protein VirB3"
K03199,"virB4, lvhB4 | type IV secretion system protein VirB4"
K03200,"virB5, lvhB5 | type IV secretion system protein VirB5"
K03201,"virB6, lvhB6 | type IV secretion system protein VirB6"
K03203,"virB8, lvhB8 | type IV secretion system protein VirB8"
K03204,"virB9, lvhB9 | type IV secretion system protein VirB9"
K03205,"virD4, lvhD4 | type IV secretion system protein VirD4"
K03207,wcaH | colanic acid biosynthesis protein WcaH
K03208,wcaI | colanic acid biosynthesis glycosyl transferase WcaI
K03210,yajC | preprotein translocase subunit YajC
K03212,rumB | 23S rRNA (uracil747-C5)-methyltransferase
K03214,"yfiF, trmG | RNA methyltransferase, TrmH family"
K03215,rumA | 23S rRNA (uracil1939-C5)-methyltransferase
K03216,"trmL, cspR | tRNA (cytidine/uridine-2'-O-)-methyltransferase"
K03217,"yidC, spoIIIJ, OXA1, ccfA | YidC/Oxa1 family membrane protein insertase"
K03218,rlmB | 23S rRNA (guanosine2251-2'-O)-methyltransferase
K03219,"yscC, sctC | type III secretion protein C"
K03220,"yscD, sctD | type III secretion protein D"
K03221,"yscF, sctF | type III secretion protein F"
K03222,"yscJ, sctJ, hrcJ | type III secretion protein J"
K03223,"yscL, sctL | type III secretion protein L"
K03224,"yscN, sctN, hrcN | ATP synthase in type III secretion protein N"
K03225,"yscQ, sctQ, hrcQ | type III secretion protein Q"
K03226,"yscR, sctR, hrcR | type III secretion protein R"
K03227,"yscS, sctS, hrcS | type III secretion protein S"
K03228,"yscT, sctT, hrcT | type III secretion protein T"
K03229,"yscU, sctU, hrcU | type III secretion protein U"
K03230,"yscV, sctV, hrcV | type III secretion protein V"
K03231,EEF1A | elongation factor 1-alpha
K03232,EEF1B | elongation factor 1-beta
K03233,EEF1G | elongation factor 1-gamma
K03234,EEF2 | elongation factor 2
K03235,"EF3, TEF3 | elongation factor 3"
K03236,EIF1A | translation initiation factor 1A
K03237,EIF2S1 | translation initiation factor 2 subunit 1
K03238,EIF2S2 | translation initiation factor 2 subunit 2
K03239,EIF2B1 | translation initiation factor eIF-2B subunit alpha
K03240,EIF2B5 | translation initiation factor eIF-2B subunit epsilon
K03242,EIF2S3 | translation initiation factor 2 subunit 3
K03243,EIF5B | translation initiation factor 5B
K03245,EIF3J | translation initiation factor 3 subunit J
K03246,EIF3I | translation initiation factor 3 subunit I
K03248,EIF3G | translation initiation factor 3 subunit G
K03252,EIF3C | translation initiation factor 3 subunit C
K03253,EIF3B | translation initiation factor 3 subunit B
K03254,EIF3A | translation initiation factor 3 subunit A
K03255,"TIF31, CLU1 | protein TIF31"
K03256,"TRM6, GCD10 | tRNA (adenine-N(1)-)-methyltransferase non-catalytic subunit"
K03257,EIF4A | translation initiation factor 4A
K03259,EIF4E | translation initiation factor 4E
K03260,EIF4G | translation initiation factor 4G
K03261,CAF20 | cap-associated protein CAF20
K03262,EIF5 | translation initiation factor 5
K03263,EIF5A | translation initiation factor 5A
K03264,EIF6 | translation initiation factor 6
K03265,"ETF1, ERF1 | peptide chain release factor subunit 1"
K03269,"lpxH | UDP-2,3-diacylglucosamine hydrolase"
K03270,kdsC | 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase)
K03271,"gmhA, lpcA | D-sedoheptulose 7-phosphate isomerase"
K03272,"gmhC, hldE, waaE, rfaE | D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.1.167 2.7.7.70]"
K03273,"gmhB | D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]"
K03274,"gmhD, rfaD | ADP-L-glycero-D-manno-heptose 6-epimerase"
K03275,"waaO, rfaI | UDP-glucose:(glucosyl)LPS alpha-1,3-glucosyltransferase"
K03276,"waaR, waaT, rfaJ | UDP-glucose/galactose:(glucosyl)LPS alpha-1,2-glucosyl/galactosyltransferase"
K03277,"waaU, rfaK | heptosyltransferase IV"
K03279,"waaJ, rfaJ | UDP-glucose:(galactosyl)LPS alpha-1,2-glucosyltransferase"
K03280,"waaK, rfaK | UDP-N-acetylglucosamine:(glucosyl)LPS alpha-1,2-N-acetylglucosaminyltransferase"
K03281,"TC.CIC | chloride channel protein, CIC family"
K03282,mscL | large conductance mechanosensitive channel
K03283,HSPA1s | heat shock 70kDa protein 1/2/6/8
K03284,corA | magnesium transporter
K03286,"TC.OOP | OmpA-OmpF porin, OOP family"
K03287,"TC.OMF | outer membrane factor, OMF family"
K03288,"citA, tcuC | MFS transporter, MHS family, citrate/tricarballylate:H+ symporter"
K03289,"nupG | MFS transporter, NHS family, nucleoside permease"
K03290,"nanT | MFS transporter, SHS family, sialic acid transporter"
K03291,"MFS.SET | MFS transporter, SET family, sugar efflux transporter"
K03292,"TC.GPH | glycoside/pentoside/hexuronide:cation symporter, GPH family"
K03293,"TC.AAT | amino acid transporter, AAT family"
K03294,"TC.APA | basic amino acid/polyamine antiporter, APA family"
K03296,"TC.HAE1 | hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family"
K03297,"emrE, qac, mmr, smr | small multidrug resistance pump"
K03298,"TC.DME | drug/metabolite transporter, DME family"
K03299,"TC.GNTP | gluconate:H+ symporter, GntP family"
K03300,"TC.CITMHS | citrate-Mg2+:H+ or citrate-Ca2+:H+ symporter, CitMHS family"
K03301,"TC.AAA | ATP:ADP antiporter, AAA family"
K03303,lctP | lactate permease
K03304,tehA | tellurite resistance protein
K03305,"TC.POT | proton-dependent oligopeptide transporter, POT family"
K03306,"TC.PIT | inorganic phosphate transporter, PiT family"
K03307,"TC.SSS | solute:Na+ symporter, SSS family"
K03308,"TC.NSS | neurotransmitter:Na+ symporter, NSS family"
K03310,"TC.AGCS | alanine or glycine:cation symporter, AGCS family"
K03311,"TC.LIVCS | branched-chain amino acid:cation transporter, LIVCS family"
K03312,"gltS | glutamate:Na+ symporter, ESS family"
K03313,"nhaA | Na+:H+ antiporter, NhaA family"
K03314,"nhaB | Na+:H+ antiporter, NhaB family"
K03315,"nhaC | Na+:H+ antiporter, NhaC family"
K03316,"TC.CPA1 | monovalent cation:H+ antiporter, CPA1 family"
K03317,"TC.CNT | concentrative nucleoside transporter, CNT family"
K03319,"TC.DASS | divalent anion:Na+ symporter, DASS family"
K03320,"amt, AMT, MEP | ammonium transporter, Amt family"
K03321,"TC.SULP | sulfate permease, SulP family"
K03322,mntH | manganese transport protein
K03324,yjbB | phosphate:Na+ symporter
K03325,"ACR3, arsB | arsenite transporter"
K03326,"TC.DCUC, dcuC, dcuD | C4-dicarboxylate transporter, DcuC family"
K03327,"TC.MATE, SLC47A, norM, mdtK, dinF | multidrug resistance protein, MATE family"
K03328,"TC.PST | polysaccharide transporter, PST family"
K03329,yahN | amino acid exporter
K03330,gatE | glutamyl-tRNA(Gln) amidotransferase subunit E
K03332,fruA | fructan beta-fructosidase
K03333,choD | cholesterol oxidase
K03335,iolE | inosose dehydratase
K03336,"iolD | 3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)"
K03337,iolB | 5-deoxy-glucuronate isomerase
K03338,iolC | 5-dehydro-2-deoxygluconokinase
K03339,iolJ | 6-phospho-5-dehydro-2-deoxy-D-gluconate aldolase
K03340,dapdh | diaminopimelate dehydrogenase
K03342,pabBC | para-aminobenzoate synthetase / 4-amino-4-deoxychorismate lyase [EC:2.6.1.85 4.1.3.38]
